# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-04-22 02:39:55 -04:00	(natwebcaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08110000 Yegua Ck nr Somerville, TX
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 08110000
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    135366      00060        00001      140934         Discharge, cubic feet per second (Maximum)
#    135367      00060        00002      140934         Discharge, cubic feet per second (Minimum)
#    135368      00060        00003      140934         Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	135366_00060_00001	135366_00060_00001_cd	135367_00060_00002	135367_00060_00002_cd	135368_00060_00003	135368_00060_00003_cd
USGS	08110000	1953-10-24					189	A
USGS	08110000	1953-10-25					550	A
USGS	08110000	1953-10-26					1470	A
USGS	08110000	1953-10-27					2380	A
USGS	08110000	1953-10-28					2250	A
USGS	08110000	1953-10-29					1590	A
USGS	08110000	1953-10-30					665	A
USGS	08110000	1953-10-31					333	A
USGS	08110000	1953-11-01					316	A
USGS	08110000	1953-11-02					340	A
USGS	08110000	1953-11-03					344	A
USGS	08110000	1953-11-04					1150	A
USGS	08110000	1953-11-05					716	A
USGS	08110000	1953-11-06					364	A
USGS	08110000	1953-11-07					187	A
USGS	08110000	1953-11-08					63.0	A
USGS	08110000	1953-11-09					54.0	A
USGS	08110000	1953-11-10					45.0	A
USGS	08110000	1953-11-11					33.0	A
USGS	08110000	1953-11-12					24.0	A
USGS	08110000	1953-11-13					17.0	A
USGS	08110000	1953-11-14					15.0	A
USGS	08110000	1953-11-15					12.0	A
USGS	08110000	1953-11-16					9.20	A
USGS	08110000	1953-11-17					8.00	A
USGS	08110000	1953-11-18					7.40	A
USGS	08110000	1953-11-19					6.50	A
USGS	08110000	1953-11-20					6.00	A
USGS	08110000	1953-11-21					5.10	A
USGS	08110000	1953-11-22					3.80	A
USGS	08110000	1953-11-23					2.50	A
USGS	08110000	1953-11-24					3.20	A
USGS	08110000	1953-11-25					4.00	A
USGS	08110000	1953-11-26					3.00	A
USGS	08110000	1953-11-27					2.10	A
USGS	08110000	1953-11-28					1.70	A
USGS	08110000	1953-11-29					1.60	A
USGS	08110000	1953-11-30					1.40	A
USGS	08110000	1953-12-01					1.40	A
USGS	08110000	1953-12-02					3.30	A
USGS	08110000	1953-12-03					21.0	A
USGS	08110000	1953-12-04					37.0	A
USGS	08110000	1953-12-05					97.0	A
USGS	08110000	1953-12-06					152	A
USGS	08110000	1953-12-07					356	A
USGS	08110000	1953-12-08					470	A
USGS	08110000	1953-12-09					278	A
USGS	08110000	1953-12-10					92.0	A
USGS	08110000	1953-12-11					74.0	A
USGS	08110000	1953-12-12					125	A
USGS	08110000	1953-12-13					103	A
USGS	08110000	1953-12-14					109	A
USGS	08110000	1953-12-15					61.0	A
USGS	08110000	1953-12-16					37.0	A
USGS	08110000	1953-12-17					29.0	A
USGS	08110000	1953-12-18					22.0	A
USGS	08110000	1953-12-19					37.0	A
USGS	08110000	1953-12-20					558	A
USGS	08110000	1953-12-21					764	A
USGS	08110000	1953-12-22					835	A
USGS	08110000	1953-12-23					632	A
USGS	08110000	1953-12-24					412	A
USGS	08110000	1953-12-25					376	A
USGS	08110000	1953-12-26					222	A
USGS	08110000	1953-12-27					90.0	A
USGS	08110000	1953-12-28					61.0	A
USGS	08110000	1953-12-29					47.0	A
USGS	08110000	1953-12-30					37.0	A
USGS	08110000	1953-12-31					31.0	A
USGS	08110000	1954-01-01					26.0	A
USGS	08110000	1954-01-02					23.0	A
USGS	08110000	1954-01-03					21.0	A
USGS	08110000	1954-01-04					19.0	A
USGS	08110000	1954-01-05					17.0	A
USGS	08110000	1954-01-06					15.0	A
USGS	08110000	1954-01-07					14.0	A
USGS	08110000	1954-01-08					12.0	A
USGS	08110000	1954-01-09					12.0	A
USGS	08110000	1954-01-10					19.0	A
USGS	08110000	1954-01-11					52.0	A
USGS	08110000	1954-01-12					39.0	A
USGS	08110000	1954-01-13					23.0	A
USGS	08110000	1954-01-14					53.0	A
USGS	08110000	1954-01-15					132	A
USGS	08110000	1954-01-16					153	A
USGS	08110000	1954-01-17					118	A
USGS	08110000	1954-01-18					74.0	A
USGS	08110000	1954-01-19					54.0	A
USGS	08110000	1954-01-20					46.0	A
USGS	08110000	1954-01-21					38.0	A
USGS	08110000	1954-01-22					31.0	A
USGS	08110000	1954-01-23					27.0	A
USGS	08110000	1954-01-24					24.0	A
USGS	08110000	1954-01-25					21.0	A
USGS	08110000	1954-01-26					20.0	A
USGS	08110000	1954-01-27					19.0	A
USGS	08110000	1954-01-28					17.0	A
USGS	08110000	1954-01-29					16.0	A
USGS	08110000	1954-01-30					16.0	A
USGS	08110000	1954-01-31					15.0	A
USGS	08110000	1954-02-01					13.0	A
USGS	08110000	1954-02-02					14.0	A
USGS	08110000	1954-02-03					14.0	A
USGS	08110000	1954-02-04					13.0	A
USGS	08110000	1954-02-05					13.0	A
USGS	08110000	1954-02-06					12.0	A
USGS	08110000	1954-02-07					12.0	A
USGS	08110000	1954-02-08					12.0	A
USGS	08110000	1954-02-09					12.0	A
USGS	08110000	1954-02-10					12.0	A
USGS	08110000	1954-02-11					12.0	A
USGS	08110000	1954-02-12					11.0	A
USGS	08110000	1954-02-13					9.90	A
USGS	08110000	1954-02-14					9.90	A
USGS	08110000	1954-02-15					9.70	A
USGS	08110000	1954-02-16					10.0	A
USGS	08110000	1954-02-17					10.0	A
USGS	08110000	1954-02-18					10.0	A
USGS	08110000	1954-02-19					16.0	A
USGS	08110000	1954-02-20					65.0	A
USGS	08110000	1954-02-21					102	A
USGS	08110000	1954-02-22					44.0	A
USGS	08110000	1954-02-23					22.0	A
USGS	08110000	1954-02-24					15.0	A
USGS	08110000	1954-02-25					12.0	A
USGS	08110000	1954-02-26					11.0	A
USGS	08110000	1954-02-27					6.00	A
USGS	08110000	1954-02-28					6.00	A
USGS	08110000	1954-03-01					6.00	A
USGS	08110000	1954-03-02					6.00	A
USGS	08110000	1954-03-03					6.00	A
USGS	08110000	1954-03-04					6.00	A
USGS	08110000	1954-03-05					6.00	A
USGS	08110000	1954-03-06					6.00	A
USGS	08110000	1954-03-07					6.00	A
USGS	08110000	1954-03-08					6.00	A
USGS	08110000	1954-03-09					6.00	A
USGS	08110000	1954-03-10					6.00	A
USGS	08110000	1954-03-11					6.00	A
USGS	08110000	1954-03-12					6.00	A
USGS	08110000	1954-03-13					6.00	A
USGS	08110000	1954-03-14					6.00	A
USGS	08110000	1954-03-15					6.00	A
USGS	08110000	1954-03-16					6.00	A
USGS	08110000	1954-03-17					6.00	A
USGS	08110000	1954-03-18					6.00	A
USGS	08110000	1954-03-19					6.00	A
USGS	08110000	1954-03-20					6.00	A
USGS	08110000	1954-03-21					6.00	A
USGS	08110000	1954-03-22					3.70	A
USGS	08110000	1954-03-23					3.50	A
USGS	08110000	1954-03-24					3.70	A
USGS	08110000	1954-03-25					5.40	A
USGS	08110000	1954-03-26					6.50	A
USGS	08110000	1954-03-27					6.00	A
USGS	08110000	1954-03-28					5.30	A
USGS	08110000	1954-03-29					4.60	A
USGS	08110000	1954-03-30					4.30	A
USGS	08110000	1954-03-31					3.70	A
USGS	08110000	1954-04-01					3.40	A
USGS	08110000	1954-04-02					3.10	A
USGS	08110000	1954-04-03					2.90	A
USGS	08110000	1954-04-04					2.80	A
USGS	08110000	1954-04-05					2.60	A
USGS	08110000	1954-04-06					2.50	A
USGS	08110000	1954-04-07					2.40	A
USGS	08110000	1954-04-08					2.40	A
USGS	08110000	1954-04-09					2.90	A
USGS	08110000	1954-04-10					9.00	A
USGS	08110000	1954-04-11					40.0	A
USGS	08110000	1954-04-12					25.0	A
USGS	08110000	1954-04-13					22.0	A
USGS	08110000	1954-04-14					11.0	A
USGS	08110000	1954-04-15					6.80	A
USGS	08110000	1954-04-16					6.20	A
USGS	08110000	1954-04-17					17.0	A
USGS	08110000	1954-04-18					64.0	A
USGS	08110000	1954-04-19					60.0	A
USGS	08110000	1954-04-20					28.0	A
USGS	08110000	1954-04-21					13.0	A
USGS	08110000	1954-04-22					7.50	A
USGS	08110000	1954-04-23					5.30	A
USGS	08110000	1954-04-24					3.80	A
USGS	08110000	1954-04-25					2.90	A
USGS	08110000	1954-04-26					2.10	A
USGS	08110000	1954-04-27					1.90	A
USGS	08110000	1954-04-28					2.10	A
USGS	08110000	1954-04-29					2.10	A
USGS	08110000	1954-04-30					50.0	A
USGS	08110000	1954-05-01					255	A
USGS	08110000	1954-05-02					412	A
USGS	08110000	1954-05-03					540	A
USGS	08110000	1954-05-04					226	A
USGS	08110000	1954-05-05					39.0	A
USGS	08110000	1954-05-06					14.0	A
USGS	08110000	1954-05-07					10.0	A
USGS	08110000	1954-05-08					8.70	A
USGS	08110000	1954-05-09					6.50	A
USGS	08110000	1954-05-10					5.00	A
USGS	08110000	1954-05-11					4.10	A
USGS	08110000	1954-05-12					22.0	A
USGS	08110000	1954-05-13					134	A
USGS	08110000	1954-05-14					208	A
USGS	08110000	1954-05-15					93.0	A
USGS	08110000	1954-05-16					111	A
USGS	08110000	1954-05-17					136	A
USGS	08110000	1954-05-18					77.0	A
USGS	08110000	1954-05-19					37.0	A
USGS	08110000	1954-05-20					22.0	A
USGS	08110000	1954-05-21					14.0	A
USGS	08110000	1954-05-22					10.0	A
USGS	08110000	1954-05-23					7.50	A
USGS	08110000	1954-05-24					6.40	A
USGS	08110000	1954-05-25					55.0	A
USGS	08110000	1954-05-26					356	A
USGS	08110000	1954-05-27					344	A
USGS	08110000	1954-05-28					108	A
USGS	08110000	1954-05-29					28.0	A
USGS	08110000	1954-05-30					13.0	A
USGS	08110000	1954-05-31					7.70	A
USGS	08110000	1954-06-01					5.10	A
USGS	08110000	1954-06-02					3.70	A
USGS	08110000	1954-06-03					3.70	A
USGS	08110000	1954-06-04					4.60	A
USGS	08110000	1954-06-05					3.90	A
USGS	08110000	1954-06-06					2.80	A
USGS	08110000	1954-06-07					2.10	A
USGS	08110000	1954-06-08					1.40	A
USGS	08110000	1954-06-09					0.90	A
USGS	08110000	1954-06-10					0.60	A
USGS	08110000	1954-06-11					0.40	A
USGS	08110000	1954-06-12					0.20	A
USGS	08110000	1954-06-13					0.10	A
USGS	08110000	1954-06-14					0.00	A
USGS	08110000	1954-06-15					0.00	A
USGS	08110000	1954-06-16					0.00	A
USGS	08110000	1954-06-17					0.00	A
USGS	08110000	1954-06-18					0.00	A
USGS	08110000	1954-06-19					0.00	A
USGS	08110000	1954-06-20					0.00	A
USGS	08110000	1954-06-21					0.00	A
USGS	08110000	1954-06-22					0.00	A
USGS	08110000	1954-06-23					0.00	A
USGS	08110000	1954-06-24					0.00	A
USGS	08110000	1954-06-25					0.00	A
USGS	08110000	1954-06-26					0.00	A
USGS	08110000	1954-06-27					0.00	A
USGS	08110000	1954-06-28					0.00	A
USGS	08110000	1954-06-29					0.00	A
USGS	08110000	1954-06-30					0.00	A
USGS	08110000	1954-07-01					0.00	A
USGS	08110000	1954-07-02					0.00	A
USGS	08110000	1954-07-03					0.00	A
USGS	08110000	1954-07-04					0.00	A
USGS	08110000	1954-07-05					0.00	A
USGS	08110000	1954-07-06					0.00	A
USGS	08110000	1954-07-07					0.00	A
USGS	08110000	1954-07-08					0.00	A
USGS	08110000	1954-07-09					0.00	A
USGS	08110000	1954-07-10					0.00	A
USGS	08110000	1954-07-11					0.00	A
USGS	08110000	1954-07-12					0.00	A
USGS	08110000	1954-07-13					0.00	A
USGS	08110000	1954-07-14					0.00	A
USGS	08110000	1954-07-15					0.00	A
USGS	08110000	1954-07-16					0.00	A
USGS	08110000	1954-07-17					0.00	A
USGS	08110000	1954-07-18					0.00	A
USGS	08110000	1954-07-19					0.00	A
USGS	08110000	1954-07-20					0.00	A
USGS	08110000	1954-07-21					0.00	A
USGS	08110000	1954-07-22					0.00	A
USGS	08110000	1954-07-23					0.00	A
USGS	08110000	1954-07-24					0.00	A
USGS	08110000	1954-07-25					0.00	A
USGS	08110000	1954-07-26					0.00	A
USGS	08110000	1954-07-27					0.00	A
USGS	08110000	1954-07-28					0.00	A
USGS	08110000	1954-07-29					0.00	A
USGS	08110000	1954-07-30					0.00	A
USGS	08110000	1954-07-31					55.0	A
USGS	08110000	1954-08-01					316	A
USGS	08110000	1954-08-02					545	A
USGS	08110000	1954-08-03					289	A
USGS	08110000	1954-08-04					54.0	A
USGS	08110000	1954-08-05					16.0	A
USGS	08110000	1954-08-06					6.90	A
USGS	08110000	1954-08-07					4.00	A
USGS	08110000	1954-08-08					2.40	A
USGS	08110000	1954-08-09					1.50	A
USGS	08110000	1954-08-10					0.90	A
USGS	08110000	1954-08-11					0.50	A
USGS	08110000	1954-08-12					0.30	A
USGS	08110000	1954-08-13					0.10	A
USGS	08110000	1954-08-14					0.00	A
USGS	08110000	1954-08-15					0.00	A
USGS	08110000	1954-08-16					0.00	A
USGS	08110000	1954-08-17					0.00	A
USGS	08110000	1954-08-18					0.00	A
USGS	08110000	1954-08-19					0.00	A
USGS	08110000	1954-08-20					0.00	A
USGS	08110000	1954-08-21					0.00	A
USGS	08110000	1954-08-22					0.00	A
USGS	08110000	1954-08-23					0.00	A
USGS	08110000	1954-08-24					0.00	A
USGS	08110000	1954-08-25					0.00	A
USGS	08110000	1954-08-26					0.00	A
USGS	08110000	1954-08-27					0.00	A
USGS	08110000	1954-08-28					0.00	A
USGS	08110000	1954-08-29					0.00	A
USGS	08110000	1954-08-30					0.00	A
USGS	08110000	1954-08-31					0.00	A
USGS	08110000	1954-09-01					0.00	A
USGS	08110000	1954-09-02					0.00	A
USGS	08110000	1954-09-03					0.00	A
USGS	08110000	1954-09-04					0.00	A
USGS	08110000	1954-09-05					0.00	A
USGS	08110000	1954-09-06					0.00	A
USGS	08110000	1954-09-07					0.00	A
USGS	08110000	1954-09-08					0.00	A
USGS	08110000	1954-09-09					0.00	A
USGS	08110000	1954-09-10					0.00	A
USGS	08110000	1954-09-11					0.00	A
USGS	08110000	1954-09-12					0.00	A
USGS	08110000	1954-09-13					0.00	A
USGS	08110000	1954-09-14					0.00	A
USGS	08110000	1954-09-15					0.00	A
USGS	08110000	1954-09-16					0.00	A
USGS	08110000	1954-09-17					0.00	A
USGS	08110000	1954-09-18					0.00	A
USGS	08110000	1954-09-19					0.00	A
USGS	08110000	1954-09-20					0.00	A
USGS	08110000	1954-09-21					0.00	A
USGS	08110000	1954-09-22					0.00	A
USGS	08110000	1954-09-23					0.00	A
USGS	08110000	1954-09-24					0.00	A
USGS	08110000	1954-09-25					0.00	A
USGS	08110000	1954-09-26					0.00	A
USGS	08110000	1954-09-27					0.00	A
USGS	08110000	1954-09-28					0.00	A
USGS	08110000	1954-09-29					0.00	A
USGS	08110000	1954-09-30					0.00	A
USGS	08110000	1954-10-01					0.00	A
USGS	08110000	1954-10-02					0.00	A
USGS	08110000	1954-10-03					0.00	A
USGS	08110000	1954-10-04					0.00	A
USGS	08110000	1954-10-05					0.00	A
USGS	08110000	1954-10-06					0.00	A
USGS	08110000	1954-10-07					0.00	A
USGS	08110000	1954-10-08					0.00	A
USGS	08110000	1954-10-09					0.00	A
USGS	08110000	1954-10-10					0.00	A
USGS	08110000	1954-10-11					0.00	A
USGS	08110000	1954-10-12					0.00	A
USGS	08110000	1954-10-13					0.00	A
USGS	08110000	1954-10-14					0.00	A
USGS	08110000	1954-10-15					0.00	A
USGS	08110000	1954-10-16					0.00	A
USGS	08110000	1954-10-17					0.00	A
USGS	08110000	1954-10-18					0.00	A
USGS	08110000	1954-10-19					0.00	A
USGS	08110000	1954-10-20					0.00	A
USGS	08110000	1954-10-21					0.00	A
USGS	08110000	1954-10-22					0.00	A
USGS	08110000	1954-10-23					0.00	A
USGS	08110000	1954-10-24					0.00	A
USGS	08110000	1954-10-25					0.00	A
USGS	08110000	1954-10-26					0.00	A
USGS	08110000	1954-10-27					0.00	A
USGS	08110000	1954-10-28					0.00	A
USGS	08110000	1954-10-29					0.00	A
USGS	08110000	1954-10-30					0.00	A
USGS	08110000	1954-10-31					0.00	A
USGS	08110000	1954-11-01					0.00	A
USGS	08110000	1954-11-02					0.00	A
USGS	08110000	1954-11-03					0.00	A
USGS	08110000	1954-11-04					0.00	A
USGS	08110000	1954-11-05					0.00	A
USGS	08110000	1954-11-06					0.00	A
USGS	08110000	1954-11-07					0.00	A
USGS	08110000	1954-11-08					0.00	A
USGS	08110000	1954-11-09					0.00	A
USGS	08110000	1954-11-10					0.00	A
USGS	08110000	1954-11-11					0.00	A
USGS	08110000	1954-11-12					0.00	A
USGS	08110000	1954-11-13					0.00	A
USGS	08110000	1954-11-14					0.00	A
USGS	08110000	1954-11-15					0.50	A
USGS	08110000	1954-11-16					11.0	A
USGS	08110000	1954-11-17					6.20	A
USGS	08110000	1954-11-18					2.90	A
USGS	08110000	1954-11-19					1.70	A
USGS	08110000	1954-11-20					1.10	A
USGS	08110000	1954-11-21					0.80	A
USGS	08110000	1954-11-22					0.50	A
USGS	08110000	1954-11-23					0.40	A
USGS	08110000	1954-11-24					0.30	A
USGS	08110000	1954-11-25					0.20	A
USGS	08110000	1954-11-26					0.10	A
USGS	08110000	1954-11-27					0.10	A
USGS	08110000	1954-11-28					0.00	A
USGS	08110000	1954-11-29					0.00	A
USGS	08110000	1954-11-30					0.00	A
USGS	08110000	1954-12-01					0.00	A
USGS	08110000	1954-12-02					0.00	A
USGS	08110000	1954-12-03					0.00	A
USGS	08110000	1954-12-04					0.00	A
USGS	08110000	1954-12-05					0.00	A
USGS	08110000	1954-12-06					0.00	A
USGS	08110000	1954-12-07					0.00	A
USGS	08110000	1954-12-08					0.00	A
USGS	08110000	1954-12-09					0.00	A
USGS	08110000	1954-12-10					0.00	A
USGS	08110000	1954-12-11					0.00	A
USGS	08110000	1954-12-12					0.10	A
USGS	08110000	1954-12-13					0.20	A
USGS	08110000	1954-12-14					7.20	A
USGS	08110000	1954-12-15					13.0	A
USGS	08110000	1954-12-16					7.50	A
USGS	08110000	1954-12-17					4.50	A
USGS	08110000	1954-12-18					2.90	A
USGS	08110000	1954-12-19					1.90	A
USGS	08110000	1954-12-20					1.40	A
USGS	08110000	1954-12-21					1.00	A
USGS	08110000	1954-12-22					0.70	A
USGS	08110000	1954-12-23					0.60	A
USGS	08110000	1954-12-24					0.40	A
USGS	08110000	1954-12-25					0.30	A
USGS	08110000	1954-12-26					0.20	A
USGS	08110000	1954-12-27					0.20	A
USGS	08110000	1954-12-28					0.20	A
USGS	08110000	1954-12-29					0.10	A
USGS	08110000	1954-12-30					0.00	A
USGS	08110000	1954-12-31					0.00	A
USGS	08110000	1955-01-01					0.00	A
USGS	08110000	1955-01-02					0.00	A
USGS	08110000	1955-01-03					0.00	A
USGS	08110000	1955-01-04					0.00	A
USGS	08110000	1955-01-05					0.00	A
USGS	08110000	1955-01-06					0.00	A
USGS	08110000	1955-01-07					0.00	A
USGS	08110000	1955-01-08					0.00	A
USGS	08110000	1955-01-09					0.00	A
USGS	08110000	1955-01-10					0.00	A
USGS	08110000	1955-01-11					0.00	A
USGS	08110000	1955-01-12					0.00	A
USGS	08110000	1955-01-13					0.00	A
USGS	08110000	1955-01-14					0.00	A
USGS	08110000	1955-01-15					0.00	A
USGS	08110000	1955-01-16					0.00	A
USGS	08110000	1955-01-17					0.00	A
USGS	08110000	1955-01-18					12.0	A
USGS	08110000	1955-01-19					48.0	A
USGS	08110000	1955-01-20					40.0	A
USGS	08110000	1955-01-21					22.0	A
USGS	08110000	1955-01-22					10.0	A
USGS	08110000	1955-01-23					6.00	A
USGS	08110000	1955-01-24					3.80	A
USGS	08110000	1955-01-25					2.50	A
USGS	08110000	1955-01-26					1.80	A
USGS	08110000	1955-01-27					1.40	A
USGS	08110000	1955-01-28					1.10	A
USGS	08110000	1955-01-29					0.90	A
USGS	08110000	1955-01-30					0.70	A
USGS	08110000	1955-01-31					0.50	A
USGS	08110000	1955-02-01					0.40	A
USGS	08110000	1955-02-02					0.30	A
USGS	08110000	1955-02-03					0.20	A
USGS	08110000	1955-02-04					41.0	A
USGS	08110000	1955-02-05					904	A
USGS	08110000	1955-02-06					2100	A
USGS	08110000	1955-02-07					1900	A
USGS	08110000	1955-02-08					1580	A
USGS	08110000	1955-02-09					837	A
USGS	08110000	1955-02-10					525	A
USGS	08110000	1955-02-11					394	A
USGS	08110000	1955-02-12					210	A
USGS	08110000	1955-02-13					104	A
USGS	08110000	1955-02-14					54.0	A
USGS	08110000	1955-02-15					33.0	A
USGS	08110000	1955-02-16					24.0	A
USGS	08110000	1955-02-17					18.0	A
USGS	08110000	1955-02-18					13.0	A
USGS	08110000	1955-02-19					11.0	A
USGS	08110000	1955-02-20					9.90	A
USGS	08110000	1955-02-21					9.20	A
USGS	08110000	1955-02-22					8.40	A
USGS	08110000	1955-02-23					7.40	A
USGS	08110000	1955-02-24					6.80	A
USGS	08110000	1955-02-25					7.10	A
USGS	08110000	1955-02-26					7.10	A
USGS	08110000	1955-02-27					8.20	A
USGS	08110000	1955-02-28					7.50	A
USGS	08110000	1955-03-01					5.90	A
USGS	08110000	1955-03-02					5.00	A
USGS	08110000	1955-03-03					4.40	A
USGS	08110000	1955-03-04					3.90	A
USGS	08110000	1955-03-05					3.50	A
USGS	08110000	1955-03-06					2.90	A
USGS	08110000	1955-03-07					2.50	A
USGS	08110000	1955-03-08					2.40	A
USGS	08110000	1955-03-09					2.10	A
USGS	08110000	1955-03-10					2.00	A
USGS	08110000	1955-03-11					1.90	A
USGS	08110000	1955-03-12					1.80	A
USGS	08110000	1955-03-13					1.60	A
USGS	08110000	1955-03-14					1.50	A
USGS	08110000	1955-03-15					1.40	A
USGS	08110000	1955-03-16					1.20	A
USGS	08110000	1955-03-17					1.20	A
USGS	08110000	1955-03-18					1.10	A
USGS	08110000	1955-03-19					0.90	A
USGS	08110000	1955-03-20					0.90	A
USGS	08110000	1955-03-21					0.80	A
USGS	08110000	1955-03-22					0.70	A
USGS	08110000	1955-03-23					0.60	A
USGS	08110000	1955-03-24					0.90	A
USGS	08110000	1955-03-25					1.10	A
USGS	08110000	1955-03-26					1.00	A
USGS	08110000	1955-03-27					0.70	A
USGS	08110000	1955-03-28					0.60	A
USGS	08110000	1955-03-29					0.40	A
USGS	08110000	1955-03-30					0.30	A
USGS	08110000	1955-03-31					0.30	A
USGS	08110000	1955-04-01					1.40	A
USGS	08110000	1955-04-02					2.40	A
USGS	08110000	1955-04-03					2.40	A
USGS	08110000	1955-04-04					2.40	A
USGS	08110000	1955-04-05					2.20	A
USGS	08110000	1955-04-06					1.50	A
USGS	08110000	1955-04-07					9.60	A
USGS	08110000	1955-04-08					10.0	A
USGS	08110000	1955-04-09					6.70	A
USGS	08110000	1955-04-10					5.50	A
USGS	08110000	1955-04-11					4.50	A
USGS	08110000	1955-04-12					93.0	A
USGS	08110000	1955-04-13					348	A
USGS	08110000	1955-04-14					340	A
USGS	08110000	1955-04-15					330	A
USGS	08110000	1955-04-16					288	A
USGS	08110000	1955-04-17					182	A
USGS	08110000	1955-04-18					109	A
USGS	08110000	1955-04-19					56.0	A
USGS	08110000	1955-04-20					32.0	A
USGS	08110000	1955-04-21					20.0	A
USGS	08110000	1955-04-22					14.0	A
USGS	08110000	1955-04-23					10.0	A
USGS	08110000	1955-04-24					8.00	A
USGS	08110000	1955-04-25					6.10	A
USGS	08110000	1955-04-26					4.70	A
USGS	08110000	1955-04-27					3.70	A
USGS	08110000	1955-04-28					3.40	A
USGS	08110000	1955-04-29					3.20	A
USGS	08110000	1955-04-30					2.40	A
USGS	08110000	1955-05-01					1.60	A
USGS	08110000	1955-05-02					1.00	A
USGS	08110000	1955-05-03					0.60	A
USGS	08110000	1955-05-04					0.30	A
USGS	08110000	1955-05-05					0.20	A
USGS	08110000	1955-05-06					0.00	A
USGS	08110000	1955-05-07					0.00	A
USGS	08110000	1955-05-08					0.60	A
USGS	08110000	1955-05-09					1.10	A
USGS	08110000	1955-05-10					0.90	A
USGS	08110000	1955-05-11					3.10	A
USGS	08110000	1955-05-12					5.90	A
USGS	08110000	1955-05-13					4.50	A
USGS	08110000	1955-05-14					1.70	A
USGS	08110000	1955-05-15					0.80	A
USGS	08110000	1955-05-16					0.40	A
USGS	08110000	1955-05-17					0.20	A
USGS	08110000	1955-05-18					0.10	A
USGS	08110000	1955-05-19					1.30	A
USGS	08110000	1955-05-20					13.0	A
USGS	08110000	1955-05-21					3.50	A
USGS	08110000	1955-05-22					1.20	A
USGS	08110000	1955-05-23					0.60	A
USGS	08110000	1955-05-24					0.30	A
USGS	08110000	1955-05-25					0.10	A
USGS	08110000	1955-05-26					0.00	A
USGS	08110000	1955-05-27					0.00	A
USGS	08110000	1955-05-28					0.00	A
USGS	08110000	1955-05-29					0.00	A
USGS	08110000	1955-05-30					11.0	A
USGS	08110000	1955-05-31					52.0	A
USGS	08110000	1955-06-01					18.0	A
USGS	08110000	1955-06-02					6.20	A
USGS	08110000	1955-06-03					20.0	A
USGS	08110000	1955-06-04					37.0	A
USGS	08110000	1955-06-05					28.0	A
USGS	08110000	1955-06-06					27.0	A
USGS	08110000	1955-06-07					26.0	A
USGS	08110000	1955-06-08					102	A
USGS	08110000	1955-06-09					144	A
USGS	08110000	1955-06-10					170	A
USGS	08110000	1955-06-11					261	A
USGS	08110000	1955-06-12					252	A
USGS	08110000	1955-06-13					231	A
USGS	08110000	1955-06-14					213	A
USGS	08110000	1955-06-15					193	A
USGS	08110000	1955-06-16					157	A
USGS	08110000	1955-06-17					129	A
USGS	08110000	1955-06-18					60.0	A
USGS	08110000	1955-06-19					39.0	A
USGS	08110000	1955-06-20					35.0	A
USGS	08110000	1955-06-21					46.0	A
USGS	08110000	1955-06-22					24.0	A
USGS	08110000	1955-06-23					6.60	A
USGS	08110000	1955-06-24					6.10	A
USGS	08110000	1955-06-25					5.40	A
USGS	08110000	1955-06-26					2.40	A
USGS	08110000	1955-06-27					2.40	A
USGS	08110000	1955-06-28					12.0	A
USGS	08110000	1955-06-29					3.20	A
USGS	08110000	1955-06-30					1.40	A
USGS	08110000	1955-07-01					0.90	A
USGS	08110000	1955-07-02					0.60	A
USGS	08110000	1955-07-03					0.40	A
USGS	08110000	1955-07-04					0.20	A
USGS	08110000	1955-07-05					0.10	A
USGS	08110000	1955-07-06					0.10	A
USGS	08110000	1955-07-07					0.00	A
USGS	08110000	1955-07-08					0.00	A
USGS	08110000	1955-07-09					0.00	A
USGS	08110000	1955-07-10					0.00	A
USGS	08110000	1955-07-11					0.00	A
USGS	08110000	1955-07-12					0.00	A
USGS	08110000	1955-07-13					0.00	A
USGS	08110000	1955-07-14					0.00	A
USGS	08110000	1955-07-15					0.00	A
USGS	08110000	1955-07-16					0.00	A
USGS	08110000	1955-07-17					0.00	A
USGS	08110000	1955-07-18					0.00	A
USGS	08110000	1955-07-19					0.00	A
USGS	08110000	1955-07-20					0.00	A
USGS	08110000	1955-07-21					0.00	A
USGS	08110000	1955-07-22					0.00	A
USGS	08110000	1955-07-23					0.00	A
